,sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
400,"Leaves were falling all around, making piles on the ground.",1,1,0,1,0,0,0,0
401,Dan found a local contractor that would install the panels for him.,1,0,0,0,0,0,1,0
402,Ida was getting ready to go out with her friends.,1,1,0,0,0,0,1,0
403,She never married and went to a nursing home when she was old.,0,0,0,0,0,1,0,0
404,Valerie took apart her chicken wing.,1,1,0,0,0,0,0,0
405,Jason burnt one of his fingers on a match and accidentally dropped it.,0,0,1,1,0,1,0,0
406,His wife celebrated!,1,0,1,0,0,0,0,0
407,Jerry wanted to snuggle with his Mom.,1,1,0,0,0,0,1,0
408,Miranda then attended on Saturday.,1,1,0,0,0,0,0,0
409,"This year, they planned to hike a remote location in Alaska.",1,1,0,0,0,0,0,0
410,A cop stopped me and asked if I had a permit.,0,1,0,1,0,0,0,0
411,None of her friends had mentioned any plans.,0,1,1,1,1,1,0,1
412,Anna was disappointed.,0,0,0,1,1,1,0,1
413,She ended up giving birth in the store!,1,1,1,1,0,0,1,0
414,Ronnie's car was fixed!,1,1,0,1,0,0,1,0
415,He just wanted to see if he could still throw as fast as he used to.,0,0,0,0,0,0,0,0
416,She told me God was Love.,1,0,0,0,0,0,1,0
417,He was impressed with her efforts and they were great.,1,0,0,1,0,0,1,0
418,"The summer before high school, she decided it was time to change that.",1,1,0,0,0,0,0,0
419,They aimed a gun at the family in order to keep them still.,0,0,1,1,1,1,0,1
420,She kept smacking her ear.,0,0,0,0,1,0,0,0
421,A squirrel scampered across the yard.,0,0,1,0,0,0,0,0
422,He tripped over a wire and Sid's whole project went up in flames!,0,0,0,1,0,0,0,0
423,He stopped at the gas station.,0,0,0,0,0,0,0,0
424,I did not respond.,0,0,0,0,0,0,0,0
425,They thought the smoke from his food was a fire.,1,0,1,1,0,0,0,0
426,Jim was studying for hours.,0,0,0,0,0,0,0,0
427,Sam was cutting wood.,1,0,0,0,0,0,0,0
428,The cat looked hungry and homeless.,0,1,1,1,1,1,0,0
429,Alicia was hungry and wanted to go out.,0,1,0,0,0,0,0,0
430,She hoped it would melt soon.,0,1,1,1,1,1,0,1
431,She had a blowout.,0,0,1,1,0,0,0,0
432,Fred is happy that his wedding plans are finally coming together.,1,1,0,0,0,0,1,0
433,I went to a friends house for a party last weekend.,1,1,0,1,0,0,1,0
434,She wasn't having it.,0,0,0,1,1,0,0,1
435,She was sad when she realized the coupon expired that day.,0,0,0,0,0,1,0,0
436,Tom was at his middle school dance.,1,1,1,0,0,0,0,0
437,The barber sneezed when he was shaving his hairline.,0,1,1,1,1,1,0,1
438,I located the pizzeria's phone number online.,1,1,0,0,0,0,1,0
439,Joe was having difficulty training new employees.,0,1,0,0,0,0,0,0
440,Andrew was glad his trash was taken out.,1,1,0,0,0,0,1,0
441,The family decided to play a board game.,1,0,0,0,0,0,1,0
442,After a few days he had a good grasp on the basics of the game.,1,0,0,0,0,0,1,0
443,"Every day, he has to deal with awful requests for site designs.",0,0,0,1,0,0,0,0
444,Tom cried profusely in the parking lot.,0,0,1,1,0,1,0,0
445,She got a gift from her sister.,1,1,0,1,0,0,1,0
446,"When she arrived, Francisco was acting sheepish.",0,1,1,0,0,1,0,1
447,She has a boring job.,0,1,0,0,0,1,0,0
448,The ornithologist picked up the dead bird delicately.,0,0,0,0,0,1,0,1
449,He was given more driving opportunities from then on out.,1,1,0,1,0,0,1,0
450,She complained to her parents she wanted to cut it.,1,0,0,1,0,1,0,0
451,She stuck wildflowers and weeds all over a plain sun hat.,0,0,0,0,0,1,0,0
452,His favorite thing to do was driving the big tractor.,1,1,0,0,0,0,1,0
453,They caught Jake easily and arrested him.,0,1,1,1,1,1,0,0
454,Mary was angry at Tom.,0,0,0,0,1,1,0,1
455,"So awkward, that her wedding pictures looked miserable.",0,0,1,0,1,1,0,1
456,She bought it right away.,1,1,0,0,0,0,0,0
457,Sheila decided that she wanted to be a dentist when she grew up.,1,1,0,1,0,0,1,0
458,It took three hours to get everything done.,1,1,0,0,0,0,0,0
459,Lisa wanted a puppy.,1,1,0,0,0,0,0,0
460,"When he came back, he started a new regime at work.",0,1,0,1,1,0,0,1
461,Gary was looking for a new laptop.,1,1,0,0,0,0,0,0
462,Our building is sponsoring a barbeque tomorrow.,1,1,0,0,0,0,0,0
463,Cameron looked outside the open door of the plane.,0,1,1,1,0,0,0,0
464,Paul is going to visit France next year.,1,1,0,0,0,0,0,0
465,Glenn counted all of the chickens twice but was still short one.,0,0,1,1,0,0,0,0
466,He had no uncles or male role models in his life-so Anna got an idea.,0,1,0,0,0,0,0,0
467,The necklace was pink gold and filled with diamonds.,1,1,1,1,0,0,0,0
468,They sped around the lake and enjoyed the sunshine.,1,1,0,1,0,0,1,0
469,I decided to move my rug outside for the dog.,1,1,0,0,0,0,1,1
470,He was on a diet to lose weight.,0,1,0,0,0,0,0,0
471,The quiz was on long division that they had learned yesterday.,1,1,1,0,0,0,1,0
472,She never disobeyed her parents again.,1,0,0,0,0,0,1,0
473,"The bike arrived, but something was off the box was so small.",0,0,1,1,0,1,0,0
474,I just moved into a new house.,1,1,0,0,0,0,1,0
475,It took 15 minutes to rinse the Comet from the bathtub once clean.,0,1,0,1,0,1,0,0
476,He went to the store to buy paint supplies.,1,1,0,0,0,0,0,0
477,Emily's brother learned his lesson about knocking before entering.,0,0,0,0,0,1,0,0
478,Alicia is now very happy with her new tattoo.,1,0,0,0,0,0,1,0
479,On the highway there was that big truck ready to run over us.,0,1,1,1,0,0,0,1
480,"One morning, Luke got in an argument with his uncle and ran away.",0,0,1,0,1,1,0,1
481,One day she saw a foreclosed home.,1,1,0,1,0,0,0,0
482,Now Tom had to run to school because he was late.,0,1,1,1,0,0,0,0
483,Greg reluctantly agreed to take care of her despite allergies.,1,0,0,1,0,0,0,0
484,Jane did not pass her exam.,0,0,1,1,1,1,0,1
485,She went to the store and purchased nicotine patches and gum.,0,1,0,0,0,0,1,0
486,He went to Walmart and bought some red balloons.,1,1,0,1,0,0,1,0
487,Her current ones were splitting.,0,1,0,0,1,1,0,1
488,"John was really good at mowing lawns, so that is what he decided to do",1,1,0,0,0,0,1,0
489,"After a couple of hours, he sat down in the shade.",0,1,1,1,0,0,0,0
490,Patty had never put on makeup before and didn't know how.,1,1,1,0,0,0,0,0
491,She felt that she put so much effort into her job.,0,0,1,1,0,1,0,1
492,The leopard was hungry as a drought had made food scarce.,0,1,0,0,0,0,0,0
493,They looked at many houses but couldn't agree on one.,0,1,0,1,0,0,0,0
494,But the boredom was punctuated by small bursts of exciting fear.,1,0,0,0,0,1,0,0
495,Her friend Phil didn't think she could eat spicy stuff.,0,1,0,1,0,0,0,0
496,Dakota loved December.,1,1,0,0,0,0,1,0
497,The kids were too full from nuggets to eat!,1,1,0,1,0,0,1,0
498,He made a note of this gain for tax purposes later on in the year.,1,1,0,1,0,0,1,0
499,After each play he would come around passing out water.,0,1,0,0,0,0,0,0
500,The school had just banned gum from class.,0,1,1,1,0,0,0,0
501,"The doctor examined the spot, then removed it.",1,0,0,0,0,0,0,0
502,I got a job as a fast food cashier.,1,0,0,0,0,0,0,0
503,But she was tempted to get more.,1,0,0,0,0,0,0,0
504,He tried to find the problem.,0,1,1,1,0,1,0,1
505,He was able to sign up without hassle.,1,1,0,1,0,0,1,0
506,"Monday is Barry's 45th birthday, two days away.",1,1,0,0,0,0,0,0
507,She is now a very popular professional photographer.,1,0,0,0,0,0,0,0
508,He found proof she was lying.,0,0,0,0,0,1,0,0
509,Joe was knowledgeable and intelligent.,1,1,0,0,0,0,1,0
510,One day Alex received a ticket for excessive speed.,0,0,0,0,1,1,0,0
511,She terrorized me almost everyday in school.,0,1,1,0,1,1,0,1
512,I was very skeptical of why it was not any fluffy clouds out.,0,0,0,1,0,0,0,0
513,"So, she decided to go on a bike ride.",1,1,0,0,0,0,0,0
514,"On the second day, Tia said she could not pick her mom up.",0,0,1,1,0,1,0,1
515,Tom was a professional golfer.,1,1,0,0,0,0,1,0
516,He liked the content.,1,1,0,0,0,0,0,0
517,She was determined to do better the following year.,0,1,0,1,0,1,1,0
518,She spent the evening looking down at him!,0,0,0,1,0,1,0,0
519,She ate about 20 of them one day.,1,0,0,0,0,0,0,1
520,Sara had hoped to see her friend.,0,0,0,1,0,1,0,0
521,He had fallen down on the path!,0,1,1,1,0,1,0,0
522,Lilo realized quickly that guys seemed to like her more.,1,1,0,1,0,0,0,0
523,He had to pick the ones he wanted.,1,1,0,0,0,0,1,0
524,Fred thought that his ability as a pitcher was the best.,1,1,0,0,0,0,1,0
525,He wanted a new laptop for his birthday.,0,1,0,0,0,0,1,0
526,"We didn't know this but it was a holiday, so it was very busy!",0,1,0,1,0,0,0,0
527,Boris was taking martial arts classes.,1,0,0,0,0,0,0,0
528,Lucy was so honored she gave her the bracelet.,1,1,0,1,0,0,1,0
529,He attended tryouts.,1,1,0,0,0,0,0,0
530,I could not bear the pain any longer.,0,1,1,0,1,0,0,0
531,My friends decided to visit me.,1,0,0,0,0,0,0,0
532,"He said he wanted to be my friend, but he was very jealous.",0,0,0,0,0,1,0,0
533,"During the appraisal, Dan became nervous about the process.",0,1,1,0,0,0,0,0
534,He performed his first show and did everything perfectly.,1,1,0,1,0,0,1,0
535,I became very sad.,0,0,0,0,0,1,0,0
536,Rob has a pool table.,1,1,0,0,0,0,0,0
537,"He decided to attend the music academy, and got a degree.",1,0,0,0,0,0,0,0
538,The next day I asked my relative if we could use his boat.,1,1,0,0,0,0,1,0
539,He drank a little too much last night and made some drunk phone calls.,0,0,1,0,1,0,0,1
540,When she came back the pizza was gone.,0,0,0,0,1,0,0,0
541,Jack's father would not let him drive his car.,0,1,1,1,1,0,0,0
542,My father-in-law decided to make remarks about me all night.,0,0,0,0,1,0,0,1
543,The bathtub was her favorite thing.,1,0,0,0,0,0,1,0
544,Charlie didn't fix it properly.,0,0,1,1,1,1,0,1
545,Shannon hated having a dirty house.,0,1,1,0,1,0,0,1
546,He decided to just get a lot of chili from Wendy's.,0,1,0,0,0,0,0,0
547,They watched together as Jay's team took the lead.,0,1,0,0,0,1,0,0
548,Brad tried to convince Marissa to go see the castle crypt.,1,1,0,0,0,0,0,0
549,Mango Wangtini was a bartender.,1,0,0,0,0,0,0,0
550,Andrea was not feeling well lately.,0,0,0,0,0,1,0,0
551,Finally they sat in the park together.,1,1,0,0,0,0,1,0
552,Felicity then won a scholarship to go to another University.,1,0,0,1,0,0,0,0
553,Every night I have the same dream.,0,1,0,1,0,0,0,0
554,He was always picked for the first team.,1,1,0,0,0,0,1,0
555,He hoped for a son.,1,1,0,1,0,0,0,0
556,She had fallen ill earlier that winter.,0,0,0,0,0,1,0,0
557,I want to stay with him forever.,1,1,0,0,0,0,1,0
558,The officers said they were taking him home to sleep it off.,0,0,0,0,0,0,0,0
559,Tim moved into a new house.,1,1,0,0,0,0,0,0
560,Tony Struggled as a child to keep a slim figure.,1,1,0,0,0,0,0,0
561,He knew that he would have to shovel the driveway in the morning.,0,1,0,0,1,1,0,1
562,She didn't know what to do when she spilled on her sheets.,0,0,1,0,0,0,0,0
563,"Gary ended up beating his dad by 1 point, and is now better than him.",1,0,0,1,0,0,1,0
564,"When Zoe woke up, she smiled, her trip forgotten.",1,0,0,1,0,0,1,0
565,"Luckily, his teacher postponed their test.",1,1,1,1,0,0,1,0
566,Nigel was traveling to visit his aunt.,1,1,0,0,0,0,1,0
567,I had no idea I was sitting on the lap of a legend.,1,1,0,1,0,0,0,0
568,This helped him pay all of his bills on time.,1,0,0,0,0,0,0,0
569,"As tensions mounted, it was decided that the group would split.",0,0,1,0,0,0,0,1
570,"Luckily, the researcher launched more work.",1,1,0,0,0,0,1,0
571,But this time another dog came and bit my dog.,0,0,0,1,1,1,0,0
572,This morning I took a seat in my favorite chair.,1,0,0,0,0,0,0,0
573,There was a little old lady who sat at the window everyday.,0,0,0,0,0,1,0,0
574,Annie is a successful hair stylist now.,1,1,0,0,0,0,1,0
575,I'm a very competitive Halo player.,1,1,0,0,0,0,1,0
576,This stamp was extra special because her dad was given it by a prince.,1,0,0,0,0,0,0,0
577,They were both excited because it was their first cruise.,1,1,0,1,0,0,1,0
578,But Eric was dissatisfied that never wrote on his own.,0,0,0,0,1,1,1,1
579,"Every day, she told him she was busy.",1,1,0,1,1,1,1,0
580,"One day, Mike was badly rear ended by a Mazda Miata.",0,1,1,1,1,0,0,1
581,Bob had always wanted to be a farmer.,1,1,0,0,0,0,1,0
582,I made an editing account.,1,1,0,0,0,0,1,1
583,His friend suggested they go to a new restaurant which just opened.,1,1,0,0,0,0,1,0
584,Johnny was fulfilled and happy with his hard earned confidence.,1,1,0,1,0,0,1,0
585,They told them their experience about winning the fortune.,1,1,0,1,0,0,0,0
586,Alex likes to drive fast.,1,0,0,0,0,0,0,0
587,Neil was thrilled by his camel ride through the desert!,1,0,0,0,0,0,1,0
588,The man drove fast.,1,1,0,0,0,0,1,0
589,Kim was shocked because she was only fifteen and not dating.,1,1,0,1,0,0,1,0
590,Every night I dreamt about a man in a blue box.,0,1,0,1,0,0,0,0
591,Jean secretly saved money for a year to surprise Ed.,1,0,0,1,0,1,0,0
592,Karen wore a grizzly bear necklace.,1,0,0,0,0,0,0,0
593,It was a beautiful fall day and the Smiths went apple picking.,1,0,0,0,0,0,0,0
594,He started making a decent amount per day.,1,1,0,1,0,0,1,0
595,Her aunt told her that she needed to wash her hands first.,0,0,0,0,0,0,1,0
596,Lately Adam just isn't feeling like he wants to be with her anymore.,0,0,1,0,0,1,0,0
597,She crammed again in the morning.,0,1,0,0,0,0,0,0
598,"When I brought it to the cashier, he said the book cost 6 dollars.",0,1,0,0,0,0,1,0
599,He didn't want anything messing up his beautiful lawn.,0,1,1,1,1,0,0,0
600,Farmer Ben's chickens kept disappearing every week.,0,0,1,1,0,0,0,0
601,He got the foam arm to stay put by liberally applying the glue to it.,1,0,0,1,0,0,0,0
602,But she was kept so busy she didn't have much time for her family.,1,0,0,0,0,1,1,0
603,The first day it tried to wake him up Tom hit the stop button.,0,1,0,0,1,1,0,0
604,Jackson knew that learning English was the key to getting a great job.,1,1,0,0,0,0,1,0
605,I vowed to never drink again.,0,0,0,1,1,0,0,1
606,She never really cared for the people she went to highschool with.,0,0,0,1,0,1,0,0
607,It was a typical day.,0,0,0,0,0,0,0,0
608,Chris decided his diet would start tomorrow.,0,0,0,0,1,1,0,1
609,I picked some up yesterday.,1,1,0,0,0,0,0,0
610,He had a place to live but needed a roommate.,0,1,0,0,0,0,0,0
611,She leashed up her two dogs to walk on the trail.,1,0,0,0,0,0,0,0
612,She untied her braids.,0,0,0,1,1,1,0,1
613,But she was afraid her mom might not like it.,0,1,1,0,0,0,0,0
614,I tried to put them down in the dining room.,0,0,0,0,0,0,0,1
615,I didn't know how I would clean up this mess.,0,0,0,1,0,0,0,0
616,The always hung around with each other.,1,1,0,0,0,0,1,0
617,Tammy had cut her hand on a knife.,0,0,1,1,1,1,0,1
618,She was outbid quickly.,0,1,0,0,0,1,0,0
619,Jared spent all day comforting his friend.,0,0,0,1,0,0,1,0
620,"After the class, Ren received a phone call from her friend.",1,1,1,0,0,0,1,0
621,"She knew the word potty, bring diapers when wet.",1,1,0,0,0,0,0,0
622,She looked down at her ankle.,0,1,1,1,0,1,0,0
623,"They planned it to be sunny all week, but it rained every day!",0,0,0,1,0,0,0,0
624,But now it has a key-scratch along the driver's side.,0,0,0,1,1,0,0,0
625,Dan spent his lunch money on gas to get to school.,0,1,1,0,1,1,0,1
626,"In fact, he sat in it every day.",1,0,0,0,0,0,0,0
627,Jason want to watch a movie.,1,1,0,1,0,0,0,0
628,She made lots of money!,1,1,0,1,0,0,1,0
629,I didn't get a good amount of food since the family was huge.,0,0,1,0,0,1,0,1
630,"In one of the stalls was one of their old friends, Nicky.",0,1,0,1,0,0,0,0
631,Anna hid her in the basement when the Nazis searched her house.,0,0,1,0,0,0,0,0
632,We rode all the roller coasters.,1,1,0,1,0,0,1,0
633,"Amanda and her friend, Joy, were in the 7th grade.",1,1,0,0,0,0,1,0
634,The songs were getting everyone really excited!,1,1,0,1,0,0,1,0
635,I ate the chocolate and thanked him for his kindness.,1,0,0,1,0,0,1,0
636,"Sadly, it didn't work.",0,0,0,1,1,1,0,1
637,Mike walked across a police officer parked on the side of the road.,0,1,1,0,0,0,0,0
638,Emily crawled after them but was not able to keep up.,0,0,0,0,0,1,0,0
639,They explained to the waitress that they just got married.,1,0,0,0,0,0,0,0
640,I drove forty five minutes in the dark.,0,0,1,0,0,1,0,0
641,His coworkers even made fun of his biceps.,0,0,0,0,0,1,0,0
642,Her only solution was to ask for a divorce.,0,0,0,0,1,1,0,0
643,When she started to talk she was a bit nervous.,0,1,1,0,0,0,0,0
644,My wife and I are on our honeymoon in Cancun.,1,1,0,0,0,0,1,0
645,He would say racial slurs jokingly.,1,0,0,0,0,0,0,0
646,They are 66-7 with 9 games left to play.,1,1,0,0,0,0,0,0
647,She got thirsty.,0,1,0,1,0,0,0,0
648,But he felt sad as it wasn't the same.,0,0,0,0,0,1,0,0
649,Angela was a rude and angry person.,0,0,0,0,1,1,0,1
650,Then Paul argued with the owner.,0,0,0,1,1,0,0,1
651,By the 5th day the toy sat abandoned in box full of abandoned toys.,0,0,0,0,0,1,0,0
652,Luckily she had her phone and she used the GPS to get back on track.,0,1,0,0,0,0,0,0
653,Kenny goes out to look for another girl.,1,1,1,1,1,1,1,0
654,She put on some meditation music.,1,1,0,0,0,0,1,0
655,Dan was going to enroll his daughter in daycare.,1,1,1,0,0,1,1,0
656,Conrad spent the entire day writing fantastic tales.,1,1,0,0,0,0,1,0
657,Bob decided to cook his first meal ever last week.,1,1,0,1,0,0,0,0
658,"So when he was on his first train, he was surprised how fast it went.",1,1,0,1,0,0,0,0
659,The lawyer did things behind the scenes.,1,1,0,0,0,0,0,0
660,He finally got the letter in the mail regarding his acceptance.,1,1,1,1,0,0,0,0
661,The flight attendant was especially nice to her.,1,1,0,0,0,0,1,0
662,I noticed that they were actually talking about a friend of mine.,0,1,0,1,1,0,0,0
663,I was preparing a pasta one day in my kitchen.,1,1,0,0,0,0,1,0
664,Anna went to the grocery store.,0,1,0,0,0,0,0,0
665,It collected dust on her shelf for 7 years.,0,0,0,0,0,1,0,0
